deck	version	opponent	result	went_first	start_quality	opening_hand_quality	sequencing_quality	issue_tags	positive_tags	custom_tags	notes_flag	match_date
Playtest 1000 - Control Counterlab	v1 Counter Package	Charizard ex	loss	first	good	okay	okay	Item Lock|supporter drought			yes	2026-03-12
Playtest 1000 - Control Counterlab	v1 Counter Package	Charizard ex	loss	second	bad	great	good	Item Lock|supporter drought			yes	2026-03-13
Playtest 1000 - Control Counterlab	v1 Counter Package	Charizard ex	loss	first	good	great	good	Item Lock|supporter drought			yes	2026-03-14
Playtest 1000 - Control Counterlab	v1 Counter Package	Charizard ex	tie	second	great	great	good				yes	2026-03-15
Playtest 1000 - Control Counterlab	v1 Counter Package	Charizard ex	loss	first	good	good	good	Item Lock|missed setup			yes	2026-03-16
Playtest 1000 - Control Counterlab	v1 Counter Package	Charizard ex	loss	second	good	bad	good	Item Lock|supporter drought			yes	2026-03-17
Playtest 1000 - Control Counterlab	v2 Ladder Tech	Raging Bolt	win	unknown	good	good	good		strong recovery|favorable matchup		yes	2026-03-18
Playtest 1000 - Control Counterlab	v2 Ladder Tech	Raging Bolt	win	second	great	good	okay		strong recovery|key tech mattered		yes	2026-03-19
Playtest 1000 - Control Counterlab	v2 Ladder Tech	Raging Bolt	loss	second	good	bad	good	Item Lock|poor prize trade			yes	2026-03-20
Playtest 1000 - Control Counterlab	v2 Ladder Tech	Raging Bolt	loss	unknown	bad	good	good	Item Lock|poor prize trade			yes	2026-03-21
Playtest 1000 - Control Counterlab	v2 Ladder Tech	Raging Bolt	loss	second	okay	bad	okay	Item Lock|missed setup			yes	2026-03-22
Playtest 1000 - Control Counterlab	v2 Ladder Tech	Raging Bolt	tie	second	good	okay	good	supporter drought			yes	2026-03-23
Playtest 1000 - Gardevoir Refinement	v1 Baseline	Charizard ex	win	unknown	okay	good	good		strong recovery|key tech mattered		yes	2026-03-24
Playtest 1000 - Gardevoir Refinement	v1 Baseline	Charizard ex	win	second	okay	good	good		strong recovery		yes	2026-03-25
Playtest 1000 - Gardevoir Refinement	v1 Baseline	Charizard ex	win	first	good	great	okay		strong recovery|favorable matchup		yes	2026-03-26
Playtest 1000 - Gardevoir Refinement	v1 Baseline	Charizard ex	win	second	okay	good	good		strong recovery|key tech mattered		yes	2026-03-27
Playtest 1000 - Gardevoir Refinement	v1 Baseline	Charizard ex	loss	unknown	bad	good	good	supporter drought|poor prize trade			yes	2026-03-28
Playtest 1000 - Gardevoir Refinement	v1 Baseline	Charizard ex	loss	second	okay	great	okay	supporter drought|poor prize trade			yes	2026-03-29
Playtest 1000 - Gardevoir Refinement	v1 Baseline	Charizard ex	loss	first	bad	good	great	supporter drought|poor prize trade			yes	2026-03-30
Playtest 1000 - Gardevoir Refinement	v1 Baseline	Charizard ex	loss	second	okay	good	good	supporter drought|poor prize trade			yes	2026-03-31
Playtest 1000 - Gardevoir Refinement	v1 Baseline	Charizard ex	loss	unknown	okay	okay	good	supporter drought|poor prize trade			yes	2026-04-01
Playtest 1000 - Gardevoir Refinement	v1 Baseline	Charizard ex	loss	second	bad	good	good	supporter drought|poor prize trade			yes	2026-04-02
Playtest 1000 - Gardevoir Refinement	v1 Baseline	Charizard ex	tie	first	great	bad	good	supporter drought	strong recovery		yes	2026-04-03
Playtest 1000 - Gardevoir Refinement	v1 Baseline	Charizard ex	tie	second	good	okay	great				yes	2026-04-04
Playtest 1000 - Gardevoir Refinement	v2 Recovery	Mega Greninja	win	second	bad	good	okay		key tech mattered|strong recovery		yes	2026-04-05
Playtest 1000 - Gardevoir Refinement	v2 Recovery	Mega Greninja	win	second	good	good	bad		key tech mattered|strong recovery		yes	2026-04-06
Playtest 1000 - Gardevoir Refinement	v2 Recovery	Mega Greninja	win	first	okay	good	great		key tech mattered|strong recovery		yes	2026-04-07
Playtest 1000 - Gardevoir Refinement	v2 Recovery	Mega Greninja	win	second	okay	bad	good		key tech mattered|strong recovery		yes	2026-04-08
Playtest 1000 - Gardevoir Refinement	v2 Recovery	Mega Greninja	win	first	good	good	good		key tech mattered|strong recovery		yes	2026-04-09
Playtest 1000 - Gardevoir Refinement	v2 Recovery	Mega Greninja	win	second	okay	good	great		key tech mattered|strong recovery		yes	2026-04-10
Playtest 1000 - Gardevoir Refinement	v2 Recovery	Mega Greninja	loss	second	bad	good	okay	tempo loss|missed setup			yes	2026-04-11
Playtest 1000 - Gardevoir Refinement	v2 Recovery	Mega Greninja	loss	second	okay	bad	great	tempo loss|poor prize trade			yes	2026-04-12
Playtest 1000 - Gardevoir Refinement	v2 Recovery	Mega Greninja	tie	first	okay	good	okay	supporter drought			yes	2026-04-13
Playtest 1000 - Gardevoir Refinement	v2 Recovery	Mega Greninja	win	second	good	okay	good		key tech mattered|strong recovery		yes	2026-04-14
Playtest 1000 - Gardevoir Refinement	v2 Recovery	Raging Bolt	win	unknown	great	great	good		key tech mattered		yes	2026-04-15
Playtest 1000 - Gardevoir Refinement	v2 Recovery	Raging Bolt	win	second	good	okay	good		key tech mattered		yes	2026-04-16
Playtest 1000 - Gardevoir Refinement	v2 Recovery	Raging Bolt	win	first	okay	great	great		key tech mattered		yes	2026-04-17
Playtest 1000 - Gardevoir Refinement	v2 Recovery	Raging Bolt	win	second	good	great	good		key tech mattered|strong recovery		yes	2026-04-18
Playtest 1000 - Gardevoir Refinement	v2 Recovery	Raging Bolt	loss	first	okay	good	good	bench pressure|tempo loss			yes	2026-04-19
Playtest 1000 - Gardevoir Refinement	v2 Recovery	Raging Bolt	loss	unknown	okay	bad	okay	bench pressure|tempo loss			yes	2026-04-20
Playtest 1000 - Gardevoir Refinement	v2 Recovery	Raging Bolt	loss	first	good	good	good	bench pressure|supporter drought			yes	2026-04-21
Playtest 1000 - Gardevoir Refinement	v2 Recovery	Raging Bolt	tie	second	good	bad	great				yes	2026-04-22
Playtest 1000 - Experimental Turbo	v1 Full Send	Charizard ex	win	unknown	good	okay	good		strong setup|favorable matchup		yes	2026-04-23
Playtest 1000 - Experimental Turbo	v1 Full Send	Charizard ex	loss	second	okay	okay	good	matchup knowledge|tempo loss			yes	2026-04-24
Playtest 1000 - Experimental Turbo	v1 Full Send	Charizard ex	tie	first	good	okay	great	tempo loss			yes	2026-04-25
Playtest 1000 - Experimental Turbo	v1 Full Send	Charizard ex	loss	second	okay	good	good	matchup knowledge|missed setup			yes	2026-04-26
Playtest 1000 - Experimental Turbo	v1 Full Send	Charizard ex	win	unknown	okay	good	good		strong setup|strong recovery		yes	2026-04-27
Playtest 1000 - Experimental Turbo	v1 Full Send	Charizard ex	loss	second	good	okay	okay	matchup knowledge|missed setup			yes	2026-04-28
Playtest 1000 - Experimental Turbo	v1 Full Send	Charizard ex	tie	first	bad	bad	great	tempo loss			yes	2026-04-29
Playtest 1000 - Experimental Turbo	v1 Full Send	Charizard ex	loss	second	bad	bad	okay	matchup knowledge|supporter drought			yes	2026-04-30
Playtest 1000 - Experimental Turbo	v2 Trimmed	Mega Greninja	win	second	great	good	great		key tech mattered|favorable matchup		yes	2026-05-01
Playtest 1000 - Experimental Turbo	v2 Trimmed	Mega Greninja	loss	unknown	okay	good	bad	tempo loss|missed setup			yes	2026-05-02
Playtest 1000 - Experimental Turbo	v2 Trimmed	Mega Greninja	loss	unknown	good	great	great	tempo loss|missed setup			yes	2026-05-03
Playtest 1000 - Experimental Turbo	v2 Trimmed	Mega Greninja	tie	second	bad	okay	okay		good prize plan		yes	2026-05-04
Playtest 1000 - Experimental Turbo	v2 Trimmed	Mega Greninja	loss	unknown	great	bad	great	tempo loss|missed setup			yes	2026-05-05
Playtest 1000 - Experimental Turbo	v2 Trimmed	Mega Greninja	win	unknown	bad	great	bad		key tech mattered|strong recovery		yes	2026-05-06
Playtest 1000 - Experimental Turbo	v2 Trimmed	Mega Greninja	loss	second	good	okay	great	tempo loss|missed setup			yes	2026-05-07
Playtest 1000 - Raging Bolt Lab	v4 Greninja Plan	Mega Greninja	win	unknown	okay	okay	okay		good prize plan|key tech mattered	beta:tempo pivot	yes	2026-05-08
Playtest 1000 - Raging Bolt Lab	v4 Greninja Plan	Mega Greninja	win	second	good	okay	good		good prize plan|key tech mattered	beta:tempo pivot	yes	2026-05-09
Playtest 1000 - Raging Bolt Lab	v4 Greninja Plan	Mega Greninja	win	first	okay	great	great		good prize plan|key tech mattered	beta:tempo pivot	yes	2026-05-10
Playtest 1000 - Raging Bolt Lab	v4 Greninja Plan	Mega Greninja	win	second	great	good	good		good prize plan|key tech mattered	beta:tempo pivot	yes	2026-05-11
Playtest 1000 - Raging Bolt Lab	v4 Greninja Plan	Mega Greninja	win	first	great	great	good		good prize plan|key tech mattered	beta:tempo pivot	yes	2026-05-12
Playtest 1000 - Raging Bolt Lab	v4 Greninja Plan	Mega Greninja	win	second	great	great	good		good prize plan|key tech mattered	beta:tempo pivot	yes	2026-05-13
Playtest 1000 - Raging Bolt Lab	v4 Greninja Plan	Mega Greninja	win	unknown	great	good	okay		good prize plan|key tech mattered	beta:tempo pivot	yes	2026-05-14
Playtest 1000 - Raging Bolt Lab	v4 Greninja Plan	Mega Greninja	loss	second	good	good	okay	bench pressure|missed setup		beta:greedy keep	yes	2026-05-15
Playtest 1000 - Raging Bolt Lab	v4 Greninja Plan	Mega Greninja	loss	first	okay	okay	good	bench pressure|missed setup		beta:greedy keep	yes	2026-05-16
Playtest 1000 - Raging Bolt Lab	v4 Greninja Plan	Mega Greninja	loss	second	great	good	okay	bench pressure|missed setup		beta:greedy keep	yes	2026-05-17
Playtest 1000 - Raging Bolt Lab	v4 Greninja Plan	Mega Greninja	loss	first	okay	bad	okay	bench pressure|missed setup		beta:greedy keep	yes	2026-05-18
Playtest 1000 - Raging Bolt Lab	v4 Greninja Plan	Mega Greninja	loss	second	good	good	okay	bench pressure|missed setup		beta:greedy keep	yes	2026-05-19
Playtest 1000 - Raging Bolt Lab	v4 Greninja Plan	Mega Greninja	loss	unknown	good	okay	okay	bench pressure|missed setup		beta:greedy keep	yes	2026-05-20
Playtest 1000 - Raging Bolt Lab	v4 Greninja Plan	Mega Greninja	loss	second	great	good	good	bench pressure|missed setup		beta:greedy keep	yes	2026-05-21
Playtest 1000 - Raging Bolt Lab	v4 Greninja Plan	Mega Greninja	loss	first	good	okay	good	bench pressure|missed setup		beta:greedy keep	yes	2026-05-22
Playtest 1000 - Raging Bolt Lab	v4 Greninja Plan	Mega Greninja	loss	second	good	okay	okay	bench pressure|missed setup		beta:greedy keep	yes	2026-05-23
Playtest 1000 - Raging Bolt Lab	v4 Greninja Plan	Mega Greninja	loss	first	okay	bad	okay	bench pressure|missed setup		beta:greedy keep	yes	2026-05-24
Playtest 1000 - Raging Bolt Lab	v4 Greninja Plan	Mega Greninja	loss	second	okay	okay	bad	bench pressure|missed setup		beta:greedy keep	yes	2026-05-25
Playtest 1000 - Raging Bolt Lab	v4 Greninja Plan	Mega Greninja	tie	unknown	great	okay	good			beta:tempo pivot	yes	2026-05-26
Playtest 1000 - Raging Bolt Lab	v4 Greninja Plan	Mega Greninja	tie	second	good	great	okay	tempo loss	good prize plan	beta:tempo pivot	yes	2026-05-27
Playtest 1000 - Raging Bolt Lab	v5 Late-Cycle	Mega Greninja	win	unknown	good	bad	good		strong recovery|good prize plan	beta:bench tax	yes	2026-05-28
Playtest 1000 - Raging Bolt Lab	v5 Late-Cycle	Mega Greninja	win	second	good	good	great		strong recovery|good prize plan	beta:clean race	yes	2026-05-29
Playtest 1000 - Raging Bolt Lab	v5 Late-Cycle	Mega Greninja	win	first	okay	okay	good		strong recovery|good prize plan	beta:clean race	yes	2026-05-30
Playtest 1000 - Raging Bolt Lab	v5 Late-Cycle	Mega Greninja	win	second	okay	okay	great		strong recovery|good prize plan	beta:clean race	yes	2026-05-31
Playtest 1000 - Raging Bolt Lab	v5 Late-Cycle	Mega Greninja	win	first	great	okay	good		strong recovery|good prize plan	beta:bench tax	yes	2026-06-01
Playtest 1000 - Raging Bolt Lab	v5 Late-Cycle	Mega Greninja	win	unknown	good	great	good		strong recovery|good prize plan	beta:clean race	yes	2026-06-02
Playtest 1000 - Raging Bolt Lab	v5 Late-Cycle	Mega Greninja	win	first	good	good	good		strong recovery|good prize plan	beta:clean race	yes	2026-06-03
Playtest 1000 - Raging Bolt Lab	v5 Late-Cycle	Mega Greninja	win	second	good	bad	good		strong recovery|good prize plan	beta:clean race	yes	2026-06-04
Playtest 1000 - Raging Bolt Lab	v5 Late-Cycle	Mega Greninja	win	first	bad	good	good		strong recovery|good prize plan	beta:bench tax	yes	2026-06-05
Playtest 1000 - Raging Bolt Lab	v5 Late-Cycle	Mega Greninja	loss	second	bad	good	okay	bench pressure|poor prize trade		beta:clean race	yes	2026-06-06
Playtest 1000 - Raging Bolt Lab	v5 Late-Cycle	Mega Greninja	loss	unknown	okay	great	great	bench pressure|poor prize trade		beta:clean race	yes	2026-01-18
Playtest 1000 - Raging Bolt Lab	v5 Late-Cycle	Mega Greninja	loss	second	okay	bad	good	bench pressure|poor prize trade		beta:clean race	yes	2026-01-19
Playtest 1000 - Raging Bolt Lab	v5 Late-Cycle	Mega Greninja	loss	first	good	bad	okay	bench pressure|poor prize trade		beta:bench tax	yes	2026-01-20
Playtest 1000 - Raging Bolt Lab	v5 Late-Cycle	Mega Greninja	loss	second	bad	okay	good	bench pressure|poor prize trade		beta:clean race	yes	2026-01-21
Playtest 1000 - Raging Bolt Lab	v5 Late-Cycle	Mega Greninja	loss	first	great	okay	good	bench pressure|poor prize trade		beta:clean race	yes	2026-01-22
Playtest 1000 - Raging Bolt Lab	v5 Late-Cycle	Mega Greninja	loss	unknown	good	good	good	bench pressure|poor prize trade		beta:clean race	yes	2026-01-23
Playtest 1000 - Raging Bolt Lab	v5 Late-Cycle	Mega Greninja	loss	first	bad	okay	okay	bench pressure|poor prize trade		beta:bench tax	yes	2026-01-24
Playtest 1000 - Raging Bolt Lab	v5 Late-Cycle	Mega Greninja	tie	second	good	bad	good	supporter drought		beta:clean race	yes	2026-01-25
Playtest 1000 - Raging Bolt Lab	v5 Late-Cycle	Mega Greninja	tie	first	great	great	okay			beta:clean race	yes	2026-01-26
Playtest 1000 - Raging Bolt Lab	v5 Late-Cycle	Mega Greninja	tie	second	good	good	okay		strong recovery	beta:clean race	yes	2026-01-27
Playtest 1000 - Raging Bolt Lab	v5 Late-Cycle	Dragapult Dusknoir	win	second	good	good	okay		clean sequencing|strong recovery	beta:counter-swing	yes	2026-01-28
Playtest 1000 - Raging Bolt Lab	v5 Late-Cycle	Dragapult Dusknoir	win	second	great	good	good		clean sequencing|strong recovery	beta:counter-swing	yes	2026-01-29
Playtest 1000 - Raging Bolt Lab	v5 Late-Cycle	Dragapult Dusknoir	win	first	good	good	great		clean sequencing|key tech mattered	beta:counter-swing	yes	2026-01-30
Playtest 1000 - Raging Bolt Lab	v5 Late-Cycle	Dragapult Dusknoir	win	second	great	good	good		clean sequencing|favorable matchup	beta:counter-swing	yes	2026-01-31
Playtest 1000 - Raging Bolt Lab	v5 Late-Cycle	Dragapult Dusknoir	win	second	good	great	good		clean sequencing|strong recovery	beta:counter-swing	yes	2026-02-01
Playtest 1000 - Raging Bolt Lab	v5 Late-Cycle	Dragapult Dusknoir	win	second	okay	okay	bad		clean sequencing|key tech mattered	beta:counter-swing	yes	2026-02-02
Playtest 1000 - Raging Bolt Lab	v5 Late-Cycle	Dragapult Dusknoir	win	first	good	great	okay		clean sequencing|key tech mattered	beta:counter-swing	yes	2026-02-03
Playtest 1000 - Raging Bolt Lab	v5 Late-Cycle	Dragapult Dusknoir	win	second	good	good	good		clean sequencing|favorable matchup	beta:counter-swing	yes	2026-02-04
Playtest 1000 - Raging Bolt Lab	v5 Late-Cycle	Dragapult Dusknoir	win	second	good	good	bad		clean sequencing|favorable matchup	beta:counter-swing	yes	2026-02-05
Playtest 1000 - Raging Bolt Lab	v5 Late-Cycle	Dragapult Dusknoir	win	second	good	great	great		clean sequencing|favorable matchup	beta:counter-swing	yes	2026-02-06
Playtest 1000 - Raging Bolt Lab	v5 Late-Cycle	Dragapult Dusknoir	loss	first	okay	great	bad	bad sequencing|tempo loss		beta:counter-swing	yes	2026-02-07
Playtest 1000 - Raging Bolt Lab	v5 Late-Cycle	Dragapult Dusknoir	loss	second	good	good	okay	bad sequencing|tempo loss		beta:counter-swing	yes	2026-02-08
Playtest 1000 - Raging Bolt Lab	v5 Late-Cycle	Dragapult Dusknoir	loss	second	bad	good	okay	bad sequencing|tempo loss		beta:counter-swing	yes	2026-02-09
Playtest 1000 - Raging Bolt Lab	v5 Late-Cycle	Dragapult Dusknoir	loss	second	okay	okay	good	bad sequencing|tempo loss		beta:counter-swing	yes	2026-02-10
Playtest 1000 - Raging Bolt Lab	v5 Late-Cycle	Dragapult Dusknoir	loss	first	good	okay	bad	bad sequencing|tempo loss		beta:counter-swing	yes	2026-02-11
Playtest 1000 - Raging Bolt Lab	v5 Late-Cycle	Dragapult Dusknoir	loss	second	bad	bad	good	bad sequencing|tempo loss		beta:counter-swing	yes	2026-02-12
Playtest 1000 - Raging Bolt Lab	v5 Late-Cycle	Dragapult Dusknoir	loss	second	okay	okay	good	bad sequencing|tempo loss		beta:counter-swing	yes	2026-02-13
Playtest 1000 - Raging Bolt Lab	v5 Late-Cycle	Dragapult Dusknoir	tie	second	great	good	good	supporter drought		beta:counter-swing	yes	2026-02-14
Playtest 1000 - Raging Bolt Lab	v5 Late-Cycle	Dragapult Dusknoir	tie	first	great	bad	good			beta:counter-swing	yes	2026-02-15
Playtest 1000 - Raging Bolt Lab	v5 Late-Cycle	Dragapult Dusknoir	tie	second	okay	great	good	supporter drought	good prize plan	beta:counter-swing	yes	2026-02-16
Playtest 1000 - Raging Bolt Lab	v4 Greninja Plan	Slowking	win	unknown	okay	great	okay		strong setup|key tech mattered	beta:late pressure	yes	2026-02-17
Playtest 1000 - Raging Bolt Lab	v4 Greninja Plan	Slowking	win	second	good	bad	okay		strong setup|key tech mattered	beta:late pressure	yes	2026-02-18
Playtest 1000 - Raging Bolt Lab	v4 Greninja Plan	Slowking	win	first	good	okay	good		strong setup|key tech mattered	beta:late pressure	yes	2026-02-19
Playtest 1000 - Raging Bolt Lab	v4 Greninja Plan	Slowking	win	unknown	good	okay	bad		strong setup|strong recovery	beta:late pressure	yes	2026-02-20
Playtest 1000 - Raging Bolt Lab	v4 Greninja Plan	Slowking	win	first	good	great	okay		strong setup|favorable matchup	beta:late pressure	yes	2026-02-21
Playtest 1000 - Raging Bolt Lab	v4 Greninja Plan	Slowking	loss	second	good	good	okay	supporter drought		beta:late pressure	yes	2026-02-22
Playtest 1000 - Raging Bolt Lab	v4 Greninja Plan	Slowking	loss	unknown	okay	okay	good	supporter drought|poor prize trade		beta:late pressure	yes	2026-02-23
Playtest 1000 - Raging Bolt Lab	v4 Greninja Plan	Slowking	loss	second	okay	okay	good	supporter drought|missed setup		beta:late pressure	yes	2026-02-24
Playtest 1000 - Raging Bolt Lab	v4 Greninja Plan	Slowking	tie	first	okay	great	bad			beta:late pressure	yes	2026-02-25
Playtest 1000 - Raging Bolt Lab	v4 Greninja Plan	Slowking	tie	unknown	good	great	bad	supporter drought	good prize plan	beta:late pressure	yes	2026-02-26
Playtest 1000 - Raging Bolt Lab	v5 Late-Cycle	N's Zoroark	win	unknown	great	good	bad		strong setup|favorable matchup	beta:race map	yes	2026-02-27
Playtest 1000 - Raging Bolt Lab	v5 Late-Cycle	N's Zoroark	win	second	good	good	okay		strong setup|favorable matchup	beta:race map	yes	2026-02-28
Playtest 1000 - Raging Bolt Lab	v5 Late-Cycle	N's Zoroark	win	first	good	great	good		strong setup|favorable matchup	beta:race map	yes	2026-03-01
Playtest 1000 - Raging Bolt Lab	v5 Late-Cycle	N's Zoroark	win	second	bad	good	good		strong setup|strong recovery	beta:race map	yes	2026-03-02
Playtest 1000 - Raging Bolt Lab	v5 Late-Cycle	N's Zoroark	win	first	okay	good	good		strong setup|strong recovery	beta:race map	yes	2026-03-03
Playtest 1000 - Raging Bolt Lab	v5 Late-Cycle	N's Zoroark	win	unknown	good	bad	bad		strong setup|favorable matchup	beta:race map	yes	2026-03-04
Playtest 1000 - Raging Bolt Lab	v5 Late-Cycle	N's Zoroark	loss	first	bad	good	bad	matchup knowledge|poor prize trade		beta:race map	yes	2026-03-05
Playtest 1000 - Raging Bolt Lab	v5 Late-Cycle	N's Zoroark	loss	second	good	okay	good	matchup knowledge|poor prize trade		beta:race map	yes	2026-03-06
Playtest 1000 - Raging Bolt Lab	v5 Late-Cycle	N's Zoroark	loss	first	okay	good	good	matchup knowledge|supporter drought		beta:race map	yes	2026-03-07
Playtest 1000 - Raging Bolt Lab	v5 Late-Cycle	N's Zoroark	tie	second	great	bad	good	supporter drought	strong recovery	beta:race map	yes	2026-03-08
Playtest 1000 - Dragapult Dusknoir	v2 Consistency	Slowking	win	unknown	okay	good	good		clean sequencing|good prize plan	beta:tempo pivot	yes	2026-03-09
Playtest 1000 - Dragapult Dusknoir	v2 Consistency	Slowking	win	second	good	great	good		clean sequencing|good prize plan	beta:tempo pivot	yes	2026-03-10
Playtest 1000 - Dragapult Dusknoir	v2 Consistency	Slowking	win	first	good	good	good		clean sequencing|good prize plan	beta:tempo pivot	yes	2026-03-11
Playtest 1000 - Dragapult Dusknoir	v2 Consistency	Slowking	win	second	great	good	okay		clean sequencing|good prize plan	beta:tempo pivot	yes	2026-03-12
Playtest 1000 - Dragapult Dusknoir	v2 Consistency	Slowking	win	first	okay	great	good		clean sequencing|good prize plan	beta:tempo pivot	yes	2026-03-13
Playtest 1000 - Dragapult Dusknoir	v2 Consistency	Slowking	win	second	good	okay	okay		clean sequencing|good prize plan	beta:tempo pivot	yes	2026-03-14
Playtest 1000 - Dragapult Dusknoir	v2 Consistency	Slowking	win	unknown	good	okay	good		clean sequencing|good prize plan	beta:tempo pivot	yes	2026-03-15
Playtest 1000 - Dragapult Dusknoir	v2 Consistency	Slowking	win	second	good	good	good		clean sequencing|good prize plan	beta:tempo pivot	yes	2026-03-16
Playtest 1000 - Dragapult Dusknoir	v2 Consistency	Slowking	win	first	great	okay	good		clean sequencing|good prize plan	beta:tempo pivot	yes	2026-03-17
Playtest 1000 - Dragapult Dusknoir	v2 Consistency	Slowking	win	second	okay	bad	bad		clean sequencing|good prize plan	beta:tempo pivot	yes	2026-03-18
Playtest 1000 - Dragapult Dusknoir	v2 Consistency	Slowking	win	first	great	good	good		clean sequencing|good prize plan	beta:tempo pivot	yes	2026-03-19
Playtest 1000 - Dragapult Dusknoir	v2 Consistency	Slowking	loss	second	good	okay	bad	bad sequencing|tempo loss		beta:tempo pivot	yes	2026-03-20
Playtest 1000 - Dragapult Dusknoir	v2 Consistency	Slowking	loss	unknown	good	bad	good	bad sequencing|tempo loss		beta:tempo pivot	yes	2026-03-21
Playtest 1000 - Dragapult Dusknoir	v2 Consistency	Slowking	loss	second	good	okay	good	bad sequencing|tempo loss		beta:tempo pivot	yes	2026-03-22
Playtest 1000 - Dragapult Dusknoir	v2 Consistency	Slowking	loss	first	great	bad	good	bad sequencing|tempo loss		beta:tempo pivot	yes	2026-03-23
Playtest 1000 - Dragapult Dusknoir	v2 Consistency	Slowking	loss	second	great	okay	good	bad sequencing|tempo loss		beta:tempo pivot	yes	2026-03-24
Playtest 1000 - Dragapult Dusknoir	v2 Consistency	Slowking	loss	first	bad	good	bad	bad sequencing|tempo loss		beta:tempo pivot	yes	2026-03-25
Playtest 1000 - Dragapult Dusknoir	v2 Consistency	Slowking	tie	second	good	okay	good			beta:tempo pivot	yes	2026-03-26
Playtest 1000 - Dragapult Dusknoir	v2 Consistency	Slowking	tie	unknown	good	good	good			beta:tempo pivot	yes	2026-03-27
Playtest 1000 - Dragapult Dusknoir	v2 Consistency	Slowking	tie	second	great	good	okay			beta:tempo pivot	yes	2026-03-28
Playtest 1000 - Dragapult Dusknoir	v4 Late-Cycle	Mega Greninja	win	unknown	good	bad	great		strong recovery|key tech mattered	beta:late drag line	yes	2026-03-29
Playtest 1000 - Dragapult Dusknoir	v4 Late-Cycle	Mega Greninja	win	second	good	great	good		strong recovery	beta:late drag line	yes	2026-03-30
Playtest 1000 - Dragapult Dusknoir	v4 Late-Cycle	Mega Greninja	win	first	good	great	good		strong recovery|key tech mattered	beta:late drag line	yes	2026-03-31
Playtest 1000 - Dragapult Dusknoir	v4 Late-Cycle	Mega Greninja	win	second	okay	good	good		strong recovery|favorable matchup	beta:late drag line	yes	2026-04-01
Playtest 1000 - Dragapult Dusknoir	v4 Late-Cycle	Mega Greninja	win	first	great	bad	good		strong recovery|favorable matchup	beta:late drag line	yes	2026-04-02
Playtest 1000 - Dragapult Dusknoir	v4 Late-Cycle	Mega Greninja	win	unknown	okay	great	good		strong recovery	beta:late drag line	yes	2026-04-03
Playtest 1000 - Dragapult Dusknoir	v4 Late-Cycle	Mega Greninja	win	first	great	good	bad		strong recovery|favorable matchup	beta:late drag line	yes	2026-04-04
Playtest 1000 - Dragapult Dusknoir	v4 Late-Cycle	Mega Greninja	win	second	good	great	bad		strong recovery|favorable matchup	beta:late drag line	yes	2026-04-05
Playtest 1000 - Dragapult Dusknoir	v4 Late-Cycle	Mega Greninja	win	first	great	good	good		strong recovery	beta:late drag line	yes	2026-04-06
Playtest 1000 - Dragapult Dusknoir	v4 Late-Cycle	Mega Greninja	loss	second	okay	bad	good	missed setup|bad sequencing		beta:late drag line	yes	2026-04-07
Playtest 1000 - Dragapult Dusknoir	v4 Late-Cycle	Mega Greninja	loss	unknown	bad	good	good	missed setup|bad sequencing		beta:late drag line	yes	2026-04-08
Playtest 1000 - Dragapult Dusknoir	v4 Late-Cycle	Mega Greninja	loss	second	good	bad	good	missed setup|bad sequencing		beta:late drag line	yes	2026-04-09
Playtest 1000 - Dragapult Dusknoir	v4 Late-Cycle	Mega Greninja	loss	first	okay	good	great	missed setup|bad sequencing		beta:late drag line	yes	2026-04-10
Playtest 1000 - Dragapult Dusknoir	v4 Late-Cycle	Mega Greninja	loss	second	great	okay	good	missed setup|bad sequencing		beta:late drag line	yes	2026-04-11
Playtest 1000 - Dragapult Dusknoir	v4 Late-Cycle	Mega Greninja	loss	first	great	good	okay	missed setup|bad sequencing		beta:late drag line	yes	2026-04-12
Playtest 1000 - Dragapult Dusknoir	v4 Late-Cycle	Mega Greninja	loss	unknown	bad	good	good	missed setup|bad sequencing		beta:late drag line	yes	2026-04-13
Playtest 1000 - Dragapult Dusknoir	v4 Late-Cycle	Mega Greninja	loss	first	good	okay	okay	missed setup|bad sequencing		beta:late drag line	yes	2026-04-14
Playtest 1000 - Dragapult Dusknoir	v4 Late-Cycle	Mega Greninja	tie	second	okay	great	good		good prize plan	beta:late drag line	yes	2026-04-15
Playtest 1000 - Dragapult Dusknoir	v4 Late-Cycle	Mega Greninja	tie	first	okay	good	good	tempo loss		beta:late drag line	yes	2026-04-16
Playtest 1000 - Dragapult Dusknoir	v4 Late-Cycle	Mega Greninja	tie	second	okay	okay	good	tempo loss		beta:late drag line	yes	2026-04-17
Playtest 1000 - Dragapult Dusknoir	v4 Late-Cycle	Crustle	win	second	good	okay	okay		good prize plan|key tech mattered	beta:wall crack	yes	2026-04-18
Playtest 1000 - Dragapult Dusknoir	v4 Late-Cycle	Crustle	win	second	great	good	good		good prize plan|favorable matchup	beta:wall crack	yes	2026-04-19
Playtest 1000 - Dragapult Dusknoir	v4 Late-Cycle	Crustle	win	first	okay	good	bad		good prize plan|strong recovery	beta:wall crack	yes	2026-04-20
Playtest 1000 - Dragapult Dusknoir	v4 Late-Cycle	Crustle	win	second	great	good	good		good prize plan|strong recovery	beta:wall crack	yes	2026-04-21
