match_id	deck	version	played_at	opponent	result	turn_order	start_quality	opening_hand_quality	sequencing_quality	issue_tags	positive_tags	cards_shined	cards_failed	game_context	session_or_event	focus_matchup	notes
d00617b6-d383-403f-8a28-aa06c2bcdb41	Playtest 200 - Dragapult Dusknoir	v2 Consistency	2026-05-18T18:38:00.000Z	Mega Greninja	loss	first	bad	okay	good	missed setup|bad sequencing		Dusknoir		testing	Dragapult consistency check		Another Mega Greninja loss. Need to review missed setup before the next sample.
1b0b074b-44fe-470d-b994-5fbd91229b48	Playtest 200 - Dragapult Dusknoir	v2 Consistency	2026-05-19T19:51:00.000Z	Mega Greninja	loss	second	good	okay	good	missed setup|bad sequencing		Dusknoir		testing	Dragapult consistency check		Lost to Mega Greninja. missed setup snowballed before Playtest 200 - Dragapult Dusknoir stabilized.
abf3ae01-6d74-445a-80a7-5ef4c2569022	Playtest 200 - Dragapult Dusknoir	v2 Consistency	2026-05-20T09:04:00.000Z	Mega Greninja	tie	first	okay	great	good	tempo loss	strong recovery	Dusknoir		testing	Dragapult consistency check		Timed tie vs Mega Greninja. Game stayed close but the prize race never broke open.
319850be-7c99-4958-812c-1b264e5ea1e0	Playtest 200 - Dragapult Dusknoir	v2 Consistency	2026-05-21T10:17:00.000Z	Mega Greninja	win	second	good	good	bad		Good Tech|clean sequencing	Dusknoir		testing	Dragapult consistency check		Win vs Mega Greninja. Good Tech mattered more than expected.
d10291f7-2c3a-4830-93ed-60243e536244	Playtest 200 - Dragapult Dusknoir	v2 Consistency	2026-05-22T11:30:00.000Z	Mega Greninja	win	first	good	good	okay		Good Tech|clean sequencing	Dusknoir		testing	Dragapult consistency check		Beat Mega Greninja. Good Tech carried the middle turns.
bb6c689c-9d68-473e-b6b6-70c3c66d64bb	Playtest 200 - Dragapult Dusknoir	v2 Consistency	2026-05-23T12:43:00.000Z	Mega Greninja	win	second	bad	great	good		Good Tech|clean sequencing	Dusknoir		testing	Dragapult consistency check		v2 Consistency held together into Mega Greninja. Good Tech and clean sequencing were real.
a7a8d866-016c-4742-9a54-6ffaf5c45f11	Playtest 200 - Dragapult Dusknoir	v2 Consistency	2026-05-24T13:56:00.000Z	Mega Greninja	win	first	good	bad	okay		Good Tech|clean sequencing	Dusknoir		testing	Dragapult consistency check		Win vs Mega Greninja. Good Tech mattered more than expected.
da7af6ce-e4a2-4be8-a3d5-715e97bc3cfe	Playtest 200 - Dragapult Dusknoir	v2 Consistency	2026-05-25T14:09:00.000Z	Mega Greninja	win	second	good	bad	great		Good Tech|clean sequencing	Dusknoir		testing	Dragapult consistency check		Beat Mega Greninja. Good Tech carried the middle turns.
5ab2b0bf-121f-46bc-bba3-b6cd2278f998	Playtest 200 - Dragapult Dusknoir	v2 Consistency	2026-05-26T15:22:00.000Z	Charizard ex	win	second	great	bad	good		good prize plan|strong recovery			testing	Dragapult vs zard		Beat Charizard ex. good prize plan carried the middle turns.
725886df-87ec-47a9-a65a-ca388ec8318c	Playtest 200 - Dragapult Dusknoir	v2 Consistency	2026-05-27T16:35:00.000Z	Charizard ex	win	first	bad	good	good		good prize plan|strong recovery			testing	Dragapult vs zard		v2 Consistency held together into Charizard ex. good prize plan and strong recovery were real.
cbfb9987-f55e-4978-9048-06d75d5909b6	Playtest 200 - Dragapult Dusknoir	v2 Consistency	2026-05-28T17:48:00.000Z	Charizard ex	win	second	good	okay	okay		good prize plan|favorable matchup			testing	Dragapult vs zard		Win vs Charizard ex. good prize plan mattered more than expected.
b3a408cf-7aa5-41c3-ae91-d9bfd62eb8c5	Playtest 200 - Dragapult Dusknoir	v2 Consistency	2026-05-29T18:01:00.000Z	Charizard ex	win	first	good	bad	good		good prize plan|strong recovery			testing	Dragapult vs zard		Beat Charizard ex. good prize plan carried the middle turns.
dcf76a00-9ec4-4107-8c0e-c3b72509ec8a	Playtest 200 - Dragapult Dusknoir	v2 Consistency	2026-05-30T19:14:00.000Z	Charizard ex	loss	second	okay	bad	bad	poor prize trade|supporter drought				testing	Dragapult vs zard		v2 Consistency dropped a game to Charizard ex. poor prize trade and supporter drought showed up again.
564e0abb-b19c-4076-a48b-99d417116a43	Playtest 200 - Dragapult Dusknoir	v2 Consistency	2026-05-31T09:27:00.000Z	Charizard ex	loss	first	bad	bad	good	poor prize trade|tempo loss				testing	Dragapult vs zard		Another Charizard ex loss. Need to review poor prize trade before the next sample.
bb86f4bc-8285-47d3-8e30-a90acdaf2f7d	Playtest 200 - Dragapult Dusknoir	v2 Consistency	2026-06-01T10:40:00.000Z	Charizard ex	tie	second	good	great	great	supporter drought				testing	Dragapult vs zard		Timed tie vs Charizard ex. Game stayed close but the prize race never broke open.
e5d743ad-8e5a-4d06-bbaa-bdc6a48ea935	Playtest 200 - Dragapult Dusknoir	v2 Consistency	2026-06-02T11:53:00.000Z	Charizard ex	win	first	bad	good	okay		good prize plan|favorable matchup			testing	Dragapult vs zard		v2 Consistency held together into Charizard ex. good prize plan and favorable matchup were real.
302dd93a-a4d5-493f-b012-204cc96bf934	Playtest 200 - Dragapult Dusknoir	v3 Prize Mapping	2026-06-03T12:06:00.000Z	Rogue decks	win	unknown	okay	good	okay		Good Tech|favorable matchup	Dragapult ex		testing	Prize map reps		Beat Rogue decks. Good Tech carried the middle turns.
3b5be6df-dea4-43ca-a842-07b8d76ae8cc	Playtest 200 - Dragapult Dusknoir	v3 Prize Mapping	2026-06-04T13:19:00.000Z	Rogue decks	win	second	good	good	bad		Good Tech|strong recovery	Dragapult ex		testing	Prize map reps		v3 Prize Mapping held together into Rogue decks. Good Tech and strong recovery were real.
65cb0499-f2c4-435e-a701-866cc5135e7a	Playtest 200 - Dragapult Dusknoir	v3 Prize Mapping	2026-06-05T14:32:00.000Z	Rogue decks	win	first	good	good	good		Good Tech|strong recovery	Dragapult ex		testing	Prize map reps		Win vs Rogue decks. Good Tech mattered more than expected.
79d4c2be-9d78-471e-8de9-7e664c831bd5	Playtest 200 - Dragapult Dusknoir	v3 Prize Mapping	2026-06-06T15:45:00.000Z	Rogue decks	win	second	great	good	good		Good Tech|favorable matchup	Dragapult ex		testing	Prize map reps		Beat Rogue decks. Good Tech carried the middle turns.
a8bfb6c6-09f8-4a27-8543-29cbda9ad53d	Playtest 200 - Dragapult Dusknoir	v3 Prize Mapping	2026-06-07T16:58:00.000Z	Rogue decks	loss	unknown	bad	good	okay	prize map error|missed setup		Dragapult ex		testing	Prize map reps		v3 Prize Mapping dropped a game to Rogue decks. prize map error and missed setup showed up again.
3689e20c-6873-4b28-a7a5-d2516a0d28c5	Playtest 200 - Dragapult Dusknoir	v3 Prize Mapping	2026-06-08T17:11:00.000Z	Rogue decks	loss	second	great	okay	okay	prize map error|poor prize trade		Dragapult ex		testing	Prize map reps		Another Rogue decks loss. Need to review prize map error before the next sample.
aef0fb8b-1a36-4267-92ea-de47e688a5e0	Playtest 200 - Dragapult Dusknoir	v3 Prize Mapping	2026-06-09T18:24:00.000Z	Rogue decks	loss	first	good	good	okay	prize map error|poor prize trade		Dragapult ex		testing	Prize map reps		Lost to Rogue decks. prize map error snowballed before Playtest 200 - Dragapult Dusknoir stabilized.
605b7a81-8c0a-4636-8567-8a713581c2f8	Playtest 200 - Dragapult Dusknoir	v3 Prize Mapping	2026-06-10T19:37:00.000Z	Rogue decks	tie	second	good	bad	good	tempo loss	strong recovery	Dragapult ex		testing	Prize map reps		Rogue decks tie. Need one cleaner turn to convert this sample into a read.
bd927432-47ee-4d2a-a331-7906df3fe327	Playtest 200 - Dragapult Dusknoir	v3 Prize Mapping	2026-06-11T09:50:00.000Z	Rogue decks	win	unknown	good	great	good		Good Tech|key tech mattered	Dragapult ex		testing	Prize map reps		Win vs Rogue decks. Good Tech mattered more than expected.
031740b1-06f6-4880-8732-2e31e5beace9	Playtest 200 - Dragapult Dusknoir	v3 Prize Mapping	2026-06-12T10:03:00.000Z	Rogue decks	win	second	good	good	good		Good Tech|key tech mattered	Dragapult ex		testing	Prize map reps		Beat Rogue decks. Good Tech carried the middle turns.
117e798e-6592-4421-9526-c9a2d4974743	Playtest 200 - Mega Greninja Tempo	v1 Raw Tempo	2026-04-18T11:16:00.000Z	Raging Bolt	win	unknown	great	good	good		key tech mattered|strong setup	Greninja ex		competitive	Sunday locals	Raging Bolt	Beat Raging Bolt. key tech mattered carried the middle turns.
99b3534f-1184-4c3e-be3d-8d0070053c1f	Playtest 200 - Mega Greninja Tempo	v1 Raw Tempo	2026-04-19T12:29:00.000Z	Raging Bolt	win	second	good	bad	great		key tech mattered|strong setup	Greninja ex		testing	Greninja tempo week 1	Raging Bolt	v1 Raw Tempo held together into Raging Bolt. key tech mattered and strong setup were real.
709bb5df-5487-466f-9a24-df8f3e89a2ab	Playtest 200 - Mega Greninja Tempo	v1 Raw Tempo	2026-04-20T13:42:00.000Z	Raging Bolt	win	first	good	bad	good		key tech mattered|strong setup	Greninja ex		testing	Greninja tempo week 1	Raging Bolt	Win vs Raging Bolt. key tech mattered mattered more than expected.
b4da9a1c-1a88-4518-80af-5cdbafb5d9c0	Playtest 200 - Mega Greninja Tempo	v1 Raw Tempo	2026-04-21T14:55:00.000Z	Raging Bolt	win	second	good	good	okay		key tech mattered|strong setup	Greninja ex		testing	Greninja tempo week 1	Raging Bolt	Beat Raging Bolt. key tech mattered carried the middle turns.
9ade3ca8-065f-4572-a890-248f6196c45e	Playtest 200 - Mega Greninja Tempo	v1 Raw Tempo	2026-04-22T15:08:00.000Z	Raging Bolt	win	first	great	okay	good		key tech mattered|strong setup	Greninja ex		competitive	Sunday locals	Raging Bolt	v1 Raw Tempo held together into Raging Bolt. key tech mattered and strong setup were real.
aad921b1-acc4-4353-81ca-4c72e7d0b11a	Playtest 200 - Mega Greninja Tempo	v1 Raw Tempo	2026-04-23T16:21:00.000Z	Raging Bolt	win	unknown	good	good	bad		key tech mattered|strong setup	Greninja ex		testing	Greninja tempo week 1	Raging Bolt	Win vs Raging Bolt. key tech mattered mattered more than expected.
e54a4d9e-5558-4a65-a4e2-870f70b3b65b	Playtest 200 - Mega Greninja Tempo	v1 Raw Tempo	2026-04-24T17:34:00.000Z	Raging Bolt	win	first	bad	bad	good		key tech mattered|strong setup	Greninja ex		testing	Greninja tempo week 1	Raging Bolt	Beat Raging Bolt. key tech mattered carried the middle turns.
7195b1c8-2a31-44f2-98af-06cfbe680e86	Playtest 200 - Mega Greninja Tempo	v1 Raw Tempo	2026-04-25T18:47:00.000Z	Raging Bolt	win	second	great	bad	okay		key tech mattered|strong setup	Greninja ex		testing	Greninja tempo week 1	Raging Bolt	v1 Raw Tempo held together into Raging Bolt. key tech mattered and strong setup were real.
5af57189-8a59-4471-91a7-4887f3ed3e54	Playtest 200 - Mega Greninja Tempo	v1 Raw Tempo	2026-04-26T19:00:00.000Z	Raging Bolt	win	first	good	great	okay		key tech mattered|strong setup	Greninja ex		competitive	Sunday locals	Raging Bolt	Win vs Raging Bolt. key tech mattered mattered more than expected.
d1ae2d5c-b8c2-4458-8eea-3651deaef415	Playtest 200 - Mega Greninja Tempo	v1 Raw Tempo	2026-04-27T09:13:00.000Z	Raging Bolt	loss	second	good	great	okay	supporter drought|poor prize trade			Pidgeot ex	testing	Greninja tempo week 1	Raging Bolt	Lost to Raging Bolt. supporter drought snowballed before Playtest 200 - Mega Greninja Tempo stabilized.
258ee6a9-47cc-4b34-9b9c-d056e6b878e8	Playtest 200 - Mega Greninja Tempo	v1 Raw Tempo	2026-04-28T10:26:00.000Z	Raging Bolt	loss	unknown	bad	good	good	supporter drought|missed setup			Pidgeot ex	testing	Greninja tempo week 1	Raging Bolt	v1 Raw Tempo dropped a game to Raging Bolt. supporter drought and missed setup showed up again.
f4c2588a-8974-41ea-95da-85ad3fce82af	Playtest 200 - Mega Greninja Tempo	v1 Raw Tempo	2026-04-29T11:39:00.000Z	Raging Bolt	loss	second	good	bad	good	supporter drought|poor prize trade			Pidgeot ex	testing	Greninja tempo week 1	Raging Bolt	Another Raging Bolt loss. Need to review supporter drought before the next sample.
18ca1425-802b-4c50-aebf-caf719b7a958	Playtest 200 - Mega Greninja Tempo	v1 Raw Tempo	2026-04-30T12:52:00.000Z	Raging Bolt	tie	first	good	great	great		strong recovery			competitive	Sunday locals	Raging Bolt	Timed tie vs Raging Bolt. Game stayed close but the prize race never broke open.
2791a701-1888-41f5-b010-6c809c640dea	Playtest 200 - Mega Greninja Tempo	v1 Raw Tempo	2026-05-01T13:05:00.000Z	Raging Bolt	win	second	great	okay	good		key tech mattered|strong setup	Greninja ex		testing	Greninja tempo week 1	Raging Bolt	v1 Raw Tempo held together into Raging Bolt. key tech mattered and strong setup were real.
576e30d0-af65-436a-939b-4a3c738d8353	Playtest 200 - Mega Greninja Tempo	v2 Cleaner Counts	2026-05-02T14:18:00.000Z	Raging Bolt	win	second	great	bad	good		key tech mattered|strong recovery	Pidgeot ex		testing	Greninja refined reps	Raging Bolt	Beat Raging Bolt. key tech mattered carried the middle turns.
5db54df8-069f-419d-9631-89f4fd75135e	Playtest 200 - Mega Greninja Tempo	v2 Cleaner Counts	2026-05-03T15:31:00.000Z	Raging Bolt	win	first	great	okay	okay		key tech mattered|strong recovery	Pidgeot ex		testing	Greninja refined reps	Raging Bolt	v2 Cleaner Counts held together into Raging Bolt. key tech mattered and strong recovery were real.
58b3d467-d4fd-4749-832c-a17b50a4bd7b	Playtest 200 - Mega Greninja Tempo	v2 Cleaner Counts	2026-05-04T16:44:00.000Z	Raging Bolt	win	second	great	good	good		key tech mattered|strong recovery	Pidgeot ex		testing	Greninja refined reps	Raging Bolt	Win vs Raging Bolt. key tech mattered mattered more than expected.
a84728d8-0d5a-4340-ace0-4d4905f1a156	Playtest 200 - Mega Greninja Tempo	v2 Cleaner Counts	2026-05-05T17:57:00.000Z	Raging Bolt	win	first	great	great	bad		key tech mattered|strong recovery	Pidgeot ex		testing	Greninja refined reps	Raging Bolt	Beat Raging Bolt. key tech mattered carried the middle turns.
66024212-7bb4-4d34-ba51-afc09e2df1a0	Playtest 200 - Mega Greninja Tempo	v2 Cleaner Counts	2026-05-06T18:10:00.000Z	Raging Bolt	win	second	good	bad	great		key tech mattered|strong recovery	Pidgeot ex		testing	Greninja refined reps	Raging Bolt	v2 Cleaner Counts held together into Raging Bolt. key tech mattered and strong recovery were real.
83dc5ddd-9d31-4796-96b6-b8ec82d7b526	Playtest 200 - Mega Greninja Tempo	v2 Cleaner Counts	2026-05-07T19:23:00.000Z	Raging Bolt	win	first	good	okay	okay		key tech mattered|strong recovery	Pidgeot ex		testing	Greninja refined reps	Raging Bolt	Win vs Raging Bolt. key tech mattered mattered more than expected.
b4d56c02-2c9e-4c07-97e9-e6914a71c100	Playtest 200 - Mega Greninja Tempo	v2 Cleaner Counts	2026-05-08T09:36:00.000Z	Raging Bolt	win	second	good	okay	good		key tech mattered|strong recovery	Pidgeot ex		testing	Greninja refined reps	Raging Bolt	Beat Raging Bolt. key tech mattered carried the middle turns.
7e165efe-116c-4fe7-a90b-7906cbdfd4b1	Playtest 200 - Mega Greninja Tempo	v2 Cleaner Counts	2026-05-09T10:49:00.000Z	Raging Bolt	loss	first	okay	bad	good	poor prize trade			Counter Catcher	testing	Greninja refined reps	Raging Bolt	v2 Cleaner Counts dropped a game to Raging Bolt. poor prize trade showed up again.
5a706471-cbff-4cbd-986d-57da323ab5bc	Playtest 200 - Mega Greninja Tempo	v2 Cleaner Counts	2026-05-10T11:02:00.000Z	Raging Bolt	loss	second	good	great	good	poor prize trade|supporter drought			Counter Catcher	testing	Greninja refined reps	Raging Bolt	Another Raging Bolt loss. Need to review poor prize trade before the next sample.
44d72dee-6ed0-49a5-b3da-a84526ba101f	Playtest 200 - Mega Greninja Tempo	v2 Cleaner Counts	2026-05-11T12:15:00.000Z	Raging Bolt	tie	first	good	okay	good		good prize plan			testing	Greninja refined reps	Raging Bolt	Raging Bolt tie. Need one cleaner turn to convert this sample into a read.
26747acb-4ce5-4173-af2e-66d0825f3316	Playtest 200 - Mega Greninja Tempo	v2 Cleaner Counts	2026-05-12T13:28:00.000Z	Charizard ex	win	unknown	okay	bad	good		Good Tech|favorable matchup	Prime Catcher		testing	Greninja side reps		Beat Charizard ex. Good Tech carried the middle turns.
99d22246-5c66-4ce6-bc88-316334388992	Playtest 200 - Mega Greninja Tempo	v2 Cleaner Counts	2026-05-13T14:41:00.000Z	Charizard ex	win	second	bad	bad	great		Good Tech|strong recovery	Prime Catcher		testing	Greninja side reps		v2 Cleaner Counts held together into Charizard ex. Good Tech and strong recovery were real.
a17c2fc7-93d8-4bcb-a85d-06ed0683ad6b	Playtest 200 - Mega Greninja Tempo	v2 Cleaner Counts	2026-05-14T15:54:00.000Z	Charizard ex	win	first	good	okay	okay		Good Tech|favorable matchup	Prime Catcher		testing	Greninja side reps		Win vs Charizard ex. Good Tech mattered more than expected.
513a4ec4-0120-4024-8b15-b507cb031aef	Playtest 200 - Mega Greninja Tempo	v2 Cleaner Counts	2026-05-15T16:07:00.000Z	Charizard ex	win	second	good	okay	bad		Good Tech|favorable matchup	Prime Catcher		testing	Greninja side reps		Beat Charizard ex. Good Tech carried the middle turns.
09566236-8a59-40c6-a87c-bb3def8c42f5	Playtest 200 - Mega Greninja Tempo	v2 Cleaner Counts	2026-05-16T17:20:00.000Z	Charizard ex	win	unknown	good	bad	okay		Good Tech|strong recovery	Prime Catcher		testing	Greninja side reps		v2 Cleaner Counts held together into Charizard ex. Good Tech and strong recovery were real.
74a2bf97-36b6-4eec-a04c-03ac922a54e7	Playtest 200 - Mega Greninja Tempo	v2 Cleaner Counts	2026-05-17T18:33:00.000Z	Charizard ex	loss	second	okay	okay	good	stadium lock|missed setup		Prime Catcher		testing	Greninja side reps		Another Charizard ex loss. Need to review stadium lock before the next sample.
cf159261-16c3-447d-a247-36669b8aadd2	Playtest 200 - Mega Greninja Tempo	v2 Cleaner Counts	2026-05-18T19:46:00.000Z	Charizard ex	loss	first	good	okay	okay	stadium lock|missed setup		Prime Catcher		testing	Greninja side reps		Lost to Charizard ex. stadium lock snowballed before Playtest 200 - Mega Greninja Tempo stabilized.
b4dc8caf-c175-403d-aa1b-d6058317bca9	Playtest 200 - Mega Greninja Tempo	v2 Cleaner Counts	2026-05-19T09:59:00.000Z	Charizard ex	tie	second	great	okay	great			Prime Catcher		testing	Greninja side reps		Charizard ex tie. Need one cleaner turn to convert this sample into a read.
39c00fe5-a312-464c-9256-87bdb3cf959a	Playtest 200 - Charizard Pressure	v1 Straight	2026-05-20T10:12:00.000Z	Mega Greninja	win	first	good	good	okay		strong setup|favorable matchup	Charizard ex		testing	Zard into frogs		Beat Mega Greninja. strong setup carried the middle turns.
094260ca-2caf-4f9f-83ee-6251ab7561cb	Playtest 200 - Charizard Pressure	v1 Straight	2026-05-21T11:25:00.000Z	Mega Greninja	win	first	good	good	bad		strong setup|favorable matchup	Charizard ex		testing	Zard into frogs		v1 Straight held together into Mega Greninja. strong setup and favorable matchup were real.
d9a75c32-a463-4412-ade7-7de2dc4b0032	Playtest 200 - Charizard Pressure	v1 Straight	2026-05-22T12:38:00.000Z	Mega Greninja	win	first	bad	good	okay		strong setup|key tech mattered	Charizard ex		testing	Zard into frogs		Win vs Mega Greninja. strong setup mattered more than expected.
bc0252f6-b7b0-4c19-bf7b-7817954e27f9	Playtest 200 - Charizard Pressure	v1 Straight	2026-05-23T13:51:00.000Z	Mega Greninja	win	first	okay	okay	good		strong setup|key tech mattered	Charizard ex		testing	Zard into frogs		Beat Mega Greninja. strong setup carried the middle turns.
cd157cc0-f2a7-44db-a881-37843fa2ea74	Playtest 200 - Charizard Pressure	v1 Straight	2026-05-24T14:04:00.000Z	Mega Greninja	loss	first	bad	okay	okay	Item Lock|missed setup			Rare Candy	testing	Zard into frogs		v1 Straight dropped a game to Mega Greninja. Item Lock and missed setup showed up again.
bf0131ac-6c06-4036-b988-bf3196fb98ff	Playtest 200 - Charizard Pressure	v1 Straight	2026-05-25T15:17:00.000Z	Mega Greninja	loss	first	okay	great	okay	Item Lock|missed setup			Rare Candy	testing	Zard into frogs		Another Mega Greninja loss. Need to review Item Lock before the next sample.
4fe66abc-112d-478b-9845-537f9a7ca416	Playtest 200 - Charizard Pressure	v1 Straight	2026-05-26T16:30:00.000Z	Mega Greninja	loss	first	good	good	okay	Item Lock|missed setup			Rare Candy	testing	Zard into frogs		Lost to Mega Greninja. Item Lock snowballed before Playtest 200 - Charizard Pressure stabilized.
f1d76724-dbaa-492f-98d9-eeab364874a2	Playtest 200 - Charizard Pressure	v1 Straight	2026-05-27T17:43:00.000Z	Mega Greninja	loss	unknown	bad	bad	good	Item Lock|missed setup			Rare Candy	testing	Zard into frogs		v1 Straight dropped a game to Mega Greninja. Item Lock and missed setup showed up again.
dc6f7682-b063-4c63-a6fa-1c95d9de2d1f	Playtest 200 - Charizard Pressure	v1 Straight	2026-05-28T18:56:00.000Z	Mega Greninja	loss	second	bad	good	good	Item Lock|missed setup			Rare Candy	testing	Zard into frogs		Another Mega Greninja loss. Need to review Item Lock before the next sample.
729cb10d-8a53-450c-94f5-15a7adf9ea9e	Playtest 200 - Charizard Pressure	v1 Straight	2026-05-29T19:09:00.000Z	Mega Greninja	tie	second	good	great	good	tempo loss	strong recovery			testing	Zard into frogs		Mega Greninja tie. Need one cleaner turn to convert this sample into a read.
fe6883cf-9d66-4bab-b32d-8614808fdd32	Playtest 200 - Charizard Pressure	v1 Straight	2026-05-30T09:22:00.000Z	Mega Greninja	win	second	okay	good	good		strong setup|key tech mattered	Charizard ex		testing	Zard into frogs		v1 Straight held together into Mega Greninja. strong setup and key tech mattered were real.
5586bb8d-30d4-4c55-973c-e4ee24b17b80	Playtest 200 - Charizard Pressure	v1 Straight	2026-05-31T10:35:00.000Z	Mega Greninja	win	second	okay	good	good		strong setup|key tech mattered	Charizard ex		testing	Zard into frogs		Win vs Mega Greninja. strong setup mattered more than expected.
a98de46c-0845-4b88-b654-024aaedf639f	Playtest 200 - Charizard Pressure	v2 Item Lock Prep	2026-06-01T11:48:00.000Z	Dragapult Dusknoir	win	first	okay	good	good		Good Tech|strong recovery	Canceling Cologne		competitive	League cup		Beat Dragapult Dusknoir. Good Tech carried the middle turns.
23736db4-9978-4fb8-a922-7e1d7783e115	Playtest 200 - Charizard Pressure	v2 Item Lock Prep	2026-06-02T12:01:00.000Z	Dragapult Dusknoir	win	first	great	good	great		Good Tech|favorable matchup	Canceling Cologne		competitive	League cup		v2 Item Lock Prep held together into Dragapult Dusknoir. Good Tech and favorable matchup were real.
b4e96402-eb4d-4ded-9161-3839fd334551	Playtest 200 - Charizard Pressure	v2 Item Lock Prep	2026-06-03T13:14:00.000Z	Dragapult Dusknoir	win	first	great	good	good		Good Tech|key tech mattered	Canceling Cologne		competitive	League cup		Win vs Dragapult Dusknoir. Good Tech mattered more than expected.
8e300c0c-4228-4416-8d49-377361c59267	Playtest 200 - Charizard Pressure	v2 Item Lock Prep	2026-06-04T14:27:00.000Z	Dragapult Dusknoir	win	first	good	good	great		Good Tech|strong recovery	Canceling Cologne		competitive	League cup		Beat Dragapult Dusknoir. Good Tech carried the middle turns.
436255f1-4319-47b6-9a9f-369a2556e0b9	Playtest 200 - Charizard Pressure	v2 Item Lock Prep	2026-06-05T15:40:00.000Z	Dragapult Dusknoir	win	first	good	great	bad		Good Tech|key tech mattered	Canceling Cologne		competitive	League cup		v2 Item Lock Prep held together into Dragapult Dusknoir. Good Tech and key tech mattered were real.
fe37f0d4-c353-4edb-b95b-2869a48b4792	Playtest 200 - Charizard Pressure	v2 Item Lock Prep	2026-06-06T16:53:00.000Z	Dragapult Dusknoir	win	first	great	okay	good		Good Tech|key tech mattered	Canceling Cologne		competitive	League cup		Win vs Dragapult Dusknoir. Good Tech mattered more than expected.
9c1b5931-d9c9-4b66-b92e-dffbc2eb95ae	Playtest 200 - Charizard Pressure	v2 Item Lock Prep	2026-06-07T17:06:00.000Z	Dragapult Dusknoir	win	first	okay	good	good		Good Tech|strong recovery	Canceling Cologne		competitive	League cup		Beat Dragapult Dusknoir. Good Tech carried the middle turns.
60400ca5-a2aa-4090-83eb-39939c347052	Playtest 200 - Charizard Pressure	v2 Item Lock Prep	2026-06-08T18:19:00.000Z	Dragapult Dusknoir	loss	unknown	okay	good	good	Item Lock|tempo loss			Buddy-Buddy Poffin	competitive	League cup		v2 Item Lock Prep dropped a game to Dragapult Dusknoir. Item Lock and tempo loss showed up again.
d78e8e7b-e1f5-419c-942b-7fe65aac0a5f	Playtest 200 - Charizard Pressure	v2 Item Lock Prep	2026-06-09T19:32:00.000Z	Dragapult Dusknoir	loss	second	okay	okay	bad	Item Lock|tempo loss			Buddy-Buddy Poffin	competitive	League cup		Another Dragapult Dusknoir loss. Need to review Item Lock before the next sample.
94194752-c473-4cc8-9569-2c864b4f8d29	Playtest 200 - Charizard Pressure	v2 Item Lock Prep	2026-06-10T09:45:00.000Z	Dragapult Dusknoir	loss	second	okay	bad	bad	Item Lock|supporter drought			Buddy-Buddy Poffin	competitive	League cup		Lost to Dragapult Dusknoir. Item Lock snowballed before Playtest 200 - Charizard Pressure stabilized.
37c897d9-9481-42c7-9e2c-e9d8f4099410	Playtest 200 - Charizard Pressure	v2 Item Lock Prep	2026-06-11T10:58:00.000Z	Dragapult Dusknoir	tie	second	okay	bad	good		strong recovery			competitive	League cup		Timed tie vs Dragapult Dusknoir. Game stayed close but the prize race never broke open.
f7046251-481b-4d37-ad6c-cf458aa336d6	Playtest 200 - Charizard Pressure	v2 Item Lock Prep	2026-06-12T11:11:00.000Z	Dragapult Dusknoir	win	second	good	good	okay		Good Tech|favorable matchup	Canceling Cologne		competitive	League cup		Win vs Dragapult Dusknoir. Good Tech mattered more than expected.
35b85761-29f8-4378-a61d-79484039f6ce	Playtest 200 - Charizard Pressure	v2 Item Lock Prep	2026-04-18T12:24:00.000Z	Rogue decks	win	unknown	okay	bad	great		good prize plan|key tech mattered			testing	Zard rogue cleanup		Beat Rogue decks. good prize plan carried the middle turns.
9a8b645a-a6d4-46d9-8fcf-c1ded705ee9a	Playtest 200 - Charizard Pressure	v2 Item Lock Prep	2026-04-19T13:37:00.000Z	Rogue decks	win	second	bad	great	okay		good prize plan|strong recovery			testing	Zard rogue cleanup		v2 Item Lock Prep held together into Rogue decks. good prize plan and strong recovery were real.
badff21a-c374-413e-82e3-13b5ceba8056	Playtest 200 - Charizard Pressure	v2 Item Lock Prep	2026-04-20T14:50:00.000Z	Rogue decks	win	first	good	good	good		good prize plan|key tech mattered			testing	Zard rogue cleanup		Win vs Rogue decks. good prize plan mattered more than expected.
fb905066-104a-4216-8c9f-2873eba03c02	Playtest 200 - Charizard Pressure	v2 Item Lock Prep	2026-04-21T15:03:00.000Z	Rogue decks	win	second	good	good	good		good prize plan|strong recovery			testing	Zard rogue cleanup		Beat Rogue decks. good prize plan carried the middle turns.
0e544b48-8c91-4965-8fbe-11f6e21bd5c1	Playtest 200 - Charizard Pressure	v2 Item Lock Prep	2026-04-22T16:16:00.000Z	Rogue decks	win	first	okay	great	bad		good prize plan|favorable matchup			testing	Zard rogue cleanup		v2 Item Lock Prep held together into Rogue decks. good prize plan and favorable matchup were real.
f274448f-dbeb-44b2-b48a-18e6a639f87d	Playtest 200 - Charizard Pressure	v2 Item Lock Prep	2026-04-23T17:29:00.000Z	Rogue decks	loss	unknown	good	okay	good	stadium lock|tempo loss				testing	Zard rogue cleanup		Another Rogue decks loss. Need to review stadium lock before the next sample.
b09bcdbb-fa8d-468d-a8f5-7d43c4e0d3ff	Playtest 200 - Charizard Pressure	v2 Item Lock Prep	2026-04-24T18:42:00.000Z	Rogue decks	loss	first	bad	good	good	stadium lock|supporter drought				testing	Zard rogue cleanup		Lost to Rogue decks. stadium lock snowballed before Playtest 200 - Charizard Pressure stabilized.
